"2025-11-19 15:00:00","Longueuil",4.986303,34.91,13.33,45977
"2025-11-19 15:01:00","Longueuil",4.986458,34.75,13.28,45977
"2025-11-19 15:02:00","Longueuil",4.989042,34.88,13.29,45977
"2025-11-19 15:03:00","Longueuil",4.992879,34.89,13.28,45977
"2025-11-19 15:04:00","Longueuil",4.992114,34.89,13.33,45977
"2025-11-19 15:05:00","Longueuil",4.992696,34.66,13.32,45977
"2025-11-19 15:06:00","Longueuil",4.993703,34.88,13.34,45977
"2025-11-19 15:07:00","Longueuil",4.998225,34.77,13.31,45977
"2025-11-19 15:08:00","Longueuil",4.998576,34.85,13.36,45977
"2025-11-19 15:09:00","Longueuil",4.999705,34.91,13.35,45977
"2025-11-19 15:10:00","Longueuil",5.003036,34.62,13.3,45977
"2025-11-19 15:11:00","Longueuil",5.004153,34.85,13.3,45977
"2025-11-19 15:12:00","Longueuil",5.002007,34.91,13.28,45977
"2025-11-19 15:13:00","Longueuil",5.003176,34.92,13.29,45977
"2025-11-19 15:14:00","Longueuil",5.002724,34.92,13.27,45977
"2025-11-19 15:15:00","Longueuil",5.007268,34.93,13.28,45977
"2025-11-19 15:16:00","Longueuil",5.004517,34.96,13.31,45977
"2025-11-19 15:17:00","Longueuil",5.004898,34.99,13.32,45977
"2025-11-19 15:18:00","Longueuil",5.003232,35.01,13.33,45977
"2025-11-19 15:19:00","Longueuil",5.006678,35.03,13.33,45977
"2025-11-19 15:20:00","Longueuil",5.005384,35.02,13.37,45977
"2025-11-19 15:21:00","Longueuil",5.003497,35.05,13.36,45977
"2025-11-19 15:22:00","Longueuil",5.001711,35.04,13.34,45977
"2025-11-19 15:23:00","Longueuil",5.001635,34.77,13.31,45977
"2025-11-19 15:24:00","Longueuil",5.00046,34.83,13.31,45977
"2025-11-19 15:25:00","Longueuil",4.999054,34.92,13.32,45977
"2025-11-19 15:26:00","Longueuil",4.999817,35.07,13.36,45977
"2025-11-19 15:27:00","Longueuil",4.999308,34.92,13.37,45977
"2025-11-19 15:28:00","Longueuil",4.999062,34.95,13.33,45977
"2025-11-19 15:29:00","Longueuil",4.997736,34.74,13.29,45977
"2025-11-19 15:30:00","Longueuil",4.99822,35.05,13.29,45977
"2025-11-19 15:31:00","Longueuil",4.997945,35,13.29,45977
"2025-11-19 15:32:00","Longueuil",4.993792,34.73,13.3,45977
"2025-11-19 15:33:00","Longueuil",4.994924,34.99,13.31,45977
"2025-11-19 15:34:00","Longueuil",4.994972,35.03,13.32,45977
"2025-11-19 15:35:00","Longueuil",4.994807,35.02,13.3,45977
"2025-11-19 15:36:00","Longueuil",4.99262,35.02,13.3,45977
"2025-11-19 15:37:00","Longueuil",4.991404,35.02,13.33,45977
"2025-11-19 15:38:00","Longueuil",4.991791,35.05,13.32,45977
"2025-11-19 15:39:00","Longueuil",4.985313,34.82,13.35,45977
"2025-11-19 15:40:00","Longueuil",4.978355,35.04,13.34,45977
"2025-11-19 15:41:00","Longueuil",4.978693,34.91,13.43,45977
"2025-11-19 15:42:00","Longueuil",4.977905,35.02,13.36,45977
"2025-11-19 15:43:00","Longueuil",4.980682,34.99,13.36,45977
"2025-11-19 15:44:00","Longueuil",4.980464,34.9,13.35,45977
"2025-11-19 15:45:00","Longueuil",4.980616,34.95,13.32,45977
"2025-11-19 15:46:00","Longueuil",4.979144,34.92,13.31,45977
"2025-11-19 15:47:00","Longueuil",4.983111,34.91,13.3,45977
"2025-11-19 15:48:00","Longueuil",4.983533,34.69,13.28,45977
"2025-11-19 15:49:00","Longueuil",4.982183,34.88,13.3,45977
"2025-11-19 15:50:00","Longueuil",4.984171,34.87,13.3,45977
"2025-11-19 15:51:00","Longueuil",4.984911,34.81,13.26,45977
"2025-11-19 15:52:00","Longueuil",4.985695,34.84,13.26,45977
"2025-11-19 15:53:00","Longueuil",4.986791,34.84,13.27,45977
"2025-11-19 15:54:00","Longueuil",4.989581,34.86,13.3,45977
"2025-11-19 15:55:00","Longueuil",4.989067,34.88,13.29,45977
"2025-11-19 15:56:00","Longueuil",4.990891,34.9,13.29,45977
"2025-11-19 15:57:00","Longueuil",4.988879,34.75,13.29,45977
"2025-11-19 15:58:00","Longueuil",4.98925,34.96,13.28,45977
"2025-11-19 15:59:00","Longueuil",4.991045,34.96,13.25,45977
