"2025-12-09 08:00:00","Longueuil",0.339325,35.19,13.36,45977
"2025-12-09 08:01:00","Longueuil",0.3364843,35.37,13.36,45977
"2025-12-09 08:02:00","Longueuil",0.340065,35.41,13.38,45977
"2025-12-09 08:03:00","Longueuil",0.3400574,35.41,13.32,45977
"2025-12-09 08:04:00","Longueuil",0.3403625,35.19,13.31,45977
"2025-12-09 08:05:00","Longueuil",0.3395157,35.24,13.31,45977
"2025-12-09 08:06:00","Longueuil",0.3412399,35.31,13.33,45977
"2025-12-09 08:07:00","Longueuil",0.3407873,35.2,13.27,45977
"2025-12-09 08:08:00","Longueuil",0.3404872,35.35,13.28,45977
"2025-12-09 08:09:00","Longueuil",0.3373972,35.41,13.28,45977
"2025-12-09 08:10:00","Longueuil",0.3394826,35.48,13.3,45977
"2025-12-09 08:11:00","Longueuil",0.3417613,35.34,13.29,45977
"2025-12-09 08:12:00","Longueuil",0.3390249,35.39,13.3,45977
"2025-12-09 08:13:00","Longueuil",0.3391418,35.3,13.27,45977
"2025-12-09 08:14:00","Longueuil",0.3385518,35.28,13.24,45977
"2025-12-09 08:15:00","Longueuil",0.3381653,35.26,13.25,45977
"2025-12-09 08:16:00","Longueuil",0.3350906,35.43,13.23,45977
"2025-12-09 08:17:00","Longueuil",0.3366114,35.41,13.29,45977
"2025-12-09 08:18:00","Longueuil",0.3380483,35.56,13.28,45977
"2025-12-09 08:19:00","Longueuil",0.3378779,35.53,13.3,45977
"2025-12-09 08:20:00","Longueuil",0.3367004,35.46,13.31,45977
"2025-12-09 08:21:00","Longueuil",0.3362173,35.61,13.35,45977
"2025-12-09 08:22:00","Longueuil",0.3349304,35.57,13.34,45977
"2025-12-09 08:23:00","Longueuil",0.3372294,35.44,13.34,45977
"2025-12-09 08:24:00","Longueuil",0.3338496,35.36,13.31,45977
"2025-12-09 08:25:00","Longueuil",0.3356196,35.44,13.33,45977
"2025-12-09 08:26:00","Longueuil",0.3359604,35.65,13.37,45977
"2025-12-09 08:27:00","Longueuil",0.3375727,35.52,13.36,45977
"2025-12-09 08:28:00","Longueuil",0.3369141,35.4,13.36,45977
"2025-12-09 08:29:00","Longueuil",0.3370692,35.59,13.31,45977
"2025-12-09 08:30:00","Longueuil",0.3380839,35.58,13.32,45977
"2025-12-09 08:31:00","Longueuil",0.3380381,35.56,13.28,45977
"2025-12-09 08:32:00","Longueuil",0.334699,35.73,13.32,45977
"2025-12-09 08:33:00","Longueuil",0.3360138,35.64,13.34,45977
"2025-12-09 08:34:00","Longueuil",0.334437,35.47,13.33,45977
"2025-12-09 08:35:00","Longueuil",0.3333282,35.67,13.29,45977
"2025-12-09 08:36:00","Longueuil",0.3322398,35.62,13.31,45977
"2025-12-09 08:37:00","Longueuil",0.3317261,35.53,13.31,45977
"2025-12-09 08:38:00","Longueuil",0.3334605,35.5,13.36,45977
"2025-12-09 08:39:00","Longueuil",0.3349558,35.52,13.34,45977
"2025-12-09 08:40:00","Longueuil",0.3319321,35.52,13.34,45977
"2025-12-09 08:41:00","Longueuil",0.3331528,35.59,13.32,45977
"2025-12-09 08:42:00","Longueuil",0.3324305,35.56,13.31,45977
"2025-12-09 08:43:00","Longueuil",0.3317108,35.7,13.31,45977
"2025-12-09 08:44:00","Longueuil",0.3307266,35.5,13.29,45977
"2025-12-09 08:45:00","Longueuil",0.3303274,35.74,13.31,45977
"2025-12-09 08:46:00","Longueuil",0.3297119,35.76,13.33,45977
"2025-12-09 08:47:00","Longueuil",0.3314133,35.79,13.34,45977
"2025-12-09 08:48:00","Longueuil",0.3302612,35.7,13.32,45977
"2025-12-09 08:49:00","Longueuil",0.3330739,35.58,13.3,45977
"2025-12-09 08:50:00","Longueuil",0.3323593,35.73,13.35,45977
"2025-12-09 08:51:00","Longueuil",0.3335673,35.68,13.33,45977
"2025-12-09 08:52:00","Longueuil",0.3324381,35.66,13.34,45977
"2025-12-09 08:53:00","Longueuil",0.3331731,35.61,13.38,45977
"2025-12-09 08:54:00","Longueuil",0.3321889,35.74,13.38,45977
"2025-12-09 08:55:00","Longueuil",0.3308512,35.76,13.4,45977
"2025-12-09 08:56:00","Longueuil",0.3342539,35.69,13.38,45977
"2025-12-09 08:57:00","Longueuil",0.3340124,35.77,13.34,45977
"2025-12-09 08:58:00","Longueuil",0.3323822,35.71,13.38,45977
"2025-12-09 08:59:00","Longueuil",0.3327433,35.69,13.34,45977
