"Longueuil",23.12309,39.48,13.24,43690
"Longueuil",23.12524,39.22,13.23,43690
"Longueuil",23.12698,39.22,13.25,43690
"Longueuil",23.1272,39.2,13.28,43690
"Longueuil",23.13276,39.26,13.24,43690
"Longueuil",23.13262,39.34,13.28,43690
"Longueuil",23.13831,39.29,13.3,43690
"Longueuil",23.13757,39.31,13.24,43690
"Longueuil",23.13875,39.25,13.26,43690
"Longueuil",23.14389,39.15,13.21,43690
"Longueuil",23.14825,39.28,13.22,43690
"Longueuil",23.14818,39.3,13.22,43690
"Longueuil",23.14656,39.19,13.27,43690
"Longueuil",23.15268,39.48,13.26,43690
"Longueuil",23.15298,39.19,13.25,43690
"Longueuil",23.15464,39.1,13.25,43690
"Longueuil",23.1547,39.27,13.25,43690
"Longueuil",23.15802,39.19,13.28,43690
"Longueuil",23.16426,39.26,13.23,43690
"Longueuil",23.3803,39.21,13.24,43690
"Longueuil",23.03637,39.22,13.24,43690
"Longueuil",22.99028,39.32,13.24,43690
"Longueuil",23.16856,39.29,13.27,43690
"Longueuil",23.17461,39.19,13.27,43690
"Longueuil",23.17751,39.21,13.28,43690
"Longueuil",23.1835,39.27,13.26,43690
"Longueuil",23.188,39.3,13.26,43690
"Longueuil",23.18689,39.26,13.26,43690
"Longueuil",23.19131,39.33,13.27,43690
"Longueuil",23.18972,39.25,13.27,43690
"Longueuil",23.19447,39.31,13.23,43690
"Longueuil",23.19807,39.25,13.25,43690
"Longueuil",23.19875,39.26,13.23,43690
"Longueuil",23.20325,39.27,13.22,43690
"Longueuil",23.20646,39.32,13.22,43690
"Longueuil",23.2082,39.21,13.24,43690
"Longueuil",23.21343,39.29,13.24,43690
"Longueuil",23.2122,39.17,13.21,43690
"Longueuil",23.2169,39.18,13.24,43690
"Longueuil",23.21386,39.17,13.25,43690
"Longueuil",23.21561,39.23,13.29,43690
"Longueuil",23.21908,39.24,13.28,43690
"Longueuil",23.22361,39.22,13.31,43690
"Longueuil",23.22735,39.11,13.28,43690
"Longueuil",23.22902,39.37,13.32,43690
"Longueuil",23.23652,39.33,13.3,43690
"Longueuil",23.22804,39.27,13.28,43690
"Longueuil",23.23287,39.15,13.26,43690
"Longueuil",23.23537,39.2,13.26,43690
"Longueuil",23.23722,39.22,13.27,43690
"Longueuil",23.2414,39.22,13.24,43690
"Longueuil",23.23757,39.22,13.26,43690
"Longueuil",23.24273,39.19,13.25,43690
"Longueuil",23.24533,39.31,13.22,43690
"Longueuil",23.24375,39.32,13.26,43690
"Longueuil",23.24615,39.24,13.25,43690
"Longueuil",23.24532,39.17,13.2,43690
"Longueuil",23.24914,39.29,13.24,43690
"Longueuil",23.25555,39.21,13.24,43690
"Longueuil",23.25428,39.23,13.24,43690
