"Longueuil",22.64297,38.59,13.27,43690
"Longueuil",22.64339,38.54,13.23,43690
"Longueuil",22.64711,38.49,13.23,43690
"Longueuil",22.65198,38.56,13.25,43690
"Longueuil",22.65066,38.44,13.23,43690
"Longueuil",22.64852,38.56,13.27,43690
"Longueuil",22.65051,38.56,13.2,43690
"Longueuil",22.64878,38.51,13.22,43690
"Longueuil",22.65636,38.55,13.18,43690
"Longueuil",22.65156,38.76,13.18,43690
"Longueuil",22.65087,38.56,13.19,43690
"Longueuil",22.65872,38.52,13.2,43690
"Longueuil",22.65879,38.67,13.18,43690
"Longueuil",22.66143,38.78,13.2,43690
"Longueuil",22.6664,38.57,13.23,43690
"Longueuil",22.66378,38.53,13.25,43690
"Longueuil",22.66112,38.5,13.26,43690
"Longueuil",22.66589,38.52,13.26,43690
"Longueuil",22.66166,38.69,13.26,43690
"Longueuil",22.66503,38.5,13.25,43690
"Longueuil",22.66148,38.66,13.23,43690
"Longueuil",22.66386,38.63,13.23,43690
"Longueuil",22.66807,38.62,13.23,43690
"Longueuil",22.66521,38.65,13.21,43690
"Longueuil",22.66949,38.57,13.23,43690
"Longueuil",22.66566,38.51,13.25,43690
"Longueuil",22.67079,38.45,13.25,43690
"Longueuil",22.67389,38.54,13.28,43690
"Longueuil",22.6715,38.46,13.27,43690
"Longueuil",22.675,38.65,13.29,43690
"Longueuil",22.67734,38.51,13.26,43690
"Longueuil",22.67497,38.54,13.24,43690
"Longueuil",22.67748,38.53,13.22,43690
"Longueuil",22.67304,38.61,13.21,43690
"Longueuil",22.67924,38.61,13.17,43690
"Longueuil",22.67832,38.46,13.21,43690
"Longueuil",22.68101,38.5,13.23,43690
"Longueuil",22.67829,38.68,13.25,43690
"Longueuil",22.6779,38.57,13.24,43690
"Longueuil",22.68116,38.63,13.26,43690
"Longueuil",22.68493,38.64,13.27,43690
"Longueuil",22.6856,38.54,13.33,43690
"Longueuil",22.68852,38.61,13.26,43690
"Longueuil",22.68554,38.58,13.23,43690
"Longueuil",22.69353,38.66,13.27,43690
"Longueuil",22.68696,38.41,13.21,43690
"Longueuil",22.691,38.62,13.24,43690
"Longueuil",22.69212,38.6,13.23,43690
"Longueuil",22.69508,38.61,13.21,43690
"Longueuil",22.69723,38.62,13.21,43690
"Longueuil",22.69498,38.65,13.2,43690
"Longueuil",22.70037,38.52,13.2,43690
"Longueuil",22.70176,38.67,13.24,43690
"Longueuil",22.70594,38.58,13.24,43690
"Longueuil",22.70596,38.45,13.22,43690
"Longueuil",22.70533,38.65,13.27,43690
"Longueuil",22.70582,38.63,13.24,43690
"Longueuil",22.71039,38.62,13.26,43690
"Longueuil",22.70823,38.68,13.28,43690
"Longueuil",22.71659,38.73,13.27,43690
