"Longueuil",0.6771037,32.34,13.43,43690
"Longueuil",0.6767426,32.35,13.38,43690
"Longueuil",0.6769002,32.37,13.39,43690
"Longueuil",0.678772,32.38,13.42,43690
"Longueuil",0.6794459,32.39,13.42,43690
"Longueuil",0.6802114,32.41,13.38,43690
"Longueuil",0.679662,32.43,13.38,43690
"Longueuil",0.6806234,32.43,13.37,43690
"Longueuil",0.6790034,32.45,13.37,43690
"Longueuil",0.6789119,32.49,13.36,43690
"Longueuil",0.6773809,32.5,13.38,43690
"Longueuil",0.6795654,32.48,13.34,43690
"Longueuil",0.6758906,32.49,13.34,43690
"Longueuil",0.6790645,32.44,13.33,43690
"Longueuil",0.679512,32.35,13.37,43690
"Longueuil",0.6796494,32.42,13.32,43690
"Longueuil",0.6788712,32.43,13.33,43690
"Longueuil",0.6771851,32.53,13.37,43690
"Longueuil",0.6762848,32.45,13.36,43690
"Longueuil",0.67851,32.45,13.38,43690
"Longueuil",0.6762492,32.43,13.36,43690
"Longueuil",0.6771342,32.41,13.31,43690
"Longueuil",0.6784999,32.55,13.31,43690
"Longueuil",0.6765823,32.4,13.34,43690
"Longueuil",0.6779988,32.37,13.32,43690
"Longueuil",0.6807912,32.35,13.33,43690
"Longueuil",0.6789983,32.34,13.38,43690
"Longueuil",0.6826503,32.33,13.39,43690
"Longueuil",0.6799545,32.32,13.38,43690
"Longueuil",0.6811269,32.18,13.34,43690
"Longueuil",0.6819432,32.19,13.36,43690
"Longueuil",0.681661,32.22,13.36,43690
"Longueuil",0.680542,32.26,13.42,43690
"Longueuil",0.6830978,32.44,13.4,43690
"Longueuil",0.6840083,32.25,13.37,43690
"Longueuil",0.6846924,32.26,13.34,43690
"Longueuil",0.6858495,32.26,13.35,43690
"Longueuil",0.6843338,32.37,13.36,43690
"Longueuil",0.6833318,32.26,13.31,43690
"Longueuil",0.6840413,32.28,13.32,43690
"Longueuil",0.6834488,32.28,13.32,43690
"Longueuil",0.6842499,32.28,13.33,43690
"Longueuil",0.6863251,32.3,13.31,43690
"Longueuil",0.6840668,32.3,13.33,43690
"Longueuil",0.6862157,32.45,13.3,43690
"Longueuil",0.685936,32.36,13.3,43690
"Longueuil",0.6851857,32.34,13.33,43690
"Longueuil",0.6871185,32.37,13.34,43690
"Longueuil",0.6858521,32.39,13.32,43690
"Longueuil",0.7025935,32.4,13.33,43690
"Longueuil",0.7077866,32.42,13.37,43690
"Longueuil",0.6976649,32.43,13.32,43690
"Longueuil",0.6872228,32.43,13.31,43690
"Longueuil",0.6869507,32.46,13.34,43690
"Longueuil",0.6850331,32.46,13.31,43690
"Longueuil",0.686821,32.47,13.3,43690
"Longueuil",0.688296,32.49,13.33,43690
"Longueuil",0.6859691,32.51,13.36,43690
"Longueuil",0.6901042,32.5,13.36,43690
"Longueuil",0.6897507,32.52,13.33,43690
