"Longueuil",1.668912,32.57,13.39,43690
"Longueuil",1.667051,32.58,13.38,43690
"Longueuil",1.672852,32.59,13.37,43690
"Longueuil",1.674215,32.61,13.38,43690
"Longueuil",1.670929,32.61,13.42,43690
"Longueuil",1.671883,32.63,13.42,43690
"Longueuil",1.675629,32.63,13.39,43690
"Longueuil",1.676292,32.65,13.39,43690
"Longueuil",1.677645,32.65,13.42,43690
"Longueuil",1.67807,32.67,13.39,43690
"Longueuil",1.674377,32.7,13.38,43690
"Longueuil",1.676824,32.71,13.44,43690
"Longueuil",1.678848,32.72,13.39,43690
"Longueuil",1.680234,32.75,13.42,43690
"Longueuil",1.67702,32.76,13.41,43690
"Longueuil",1.681417,32.78,13.39,43690
"Longueuil",1.678777,32.79,13.36,43690
"Longueuil",1.67954,32.82,13.38,43690
"Longueuil",1.6803,32.81,13.37,43690
"Longueuil",1.685766,32.81,13.33,43690
"Longueuil",1.684242,32.83,13.31,43690
"Longueuil",1.684255,32.85,13.34,43690
"Longueuil",1.682897,32.87,13.38,43690
"Longueuil",1.683111,32.9,13.34,43690
"Longueuil",1.684481,32.9,13.36,43690
"Longueuil",1.686951,32.91,13.3,43690
"Longueuil",1.688883,32.93,13.32,43690
"Longueuil",1.686783,32.74,13.33,43690
"Longueuil",1.687828,32.98,13.34,43690
"Longueuil",1.687037,32.99,13.38,43690
"Longueuil",1.690951,33,13.34,43690
"Longueuil",1.689903,33.02,13.36,43690
"Longueuil",1.690559,33.03,13.39,43690
"Longueuil",1.692451,33.04,13.38,43690
"Longueuil",1.69043,33.05,13.37,43690
"Longueuil",1.690923,33.06,13.41,43690
"Longueuil",1.688589,33.07,13.36,43690
"Longueuil",1.690664,33.09,13.35,43690
"Longueuil",1.690727,33.07,13.35,43690
"Longueuil",1.69267,33.08,13.33,43690
"Longueuil",1.692245,33.08,13.35,43690
"Longueuil",1.692668,33.09,13.35,43690
"Longueuil",1.691699,33.08,13.34,43690
"Longueuil",1.69018,33.06,13.37,43690
"Longueuil",1.692533,33.06,13.39,43690
"Longueuil",1.693354,33.04,13.36,43690
"Longueuil",1.693939,33.01,13.4,43690
"Longueuil",1.694227,33.01,13.38,43690
"Longueuil",1.695374,32.98,13.33,43690
"Longueuil",1.693756,32.95,13.36,43690
"Longueuil",1.695628,32.94,13.39,43690
"Longueuil",1.694171,32.9,13.38,43690
"Longueuil",1.696055,32.86,13.33,43690
"Longueuil",1.698654,32.85,13.35,43690
"Longueuil",1.697286,32.83,13.38,43690
"Longueuil",1.696607,32.81,13.37,43690
"Longueuil",1.697309,32.76,13.35,43690
"Longueuil",1.699191,32.73,13.31,43690
"Longueuil",1.69782,32.7,13.34,43690
"Longueuil",1.697754,32.67,13.36,43690
